customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,InternetService,Contract,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST1767,Female,0,Yes,Yes,0,Yes,Fiber optic,Month-to-month,Mailed check,69.72,57.38,No
CUST1768,Male,0,No,Yes,66,Yes,DSL,Month-to-month,Electronic check,116.25,7499.56,Yes
CUST1769,Male,1,Yes,No,48,Yes,DSL,Two year,Electronic check,101.75,4678.58,No
CUST1770,Male,0,Yes,No,24,Yes,DSL,Month-to-month,Electronic check,106.74,2587.69,No
CUST1771,Male,0,No,Yes,15,Yes,Fiber optic,Month-to-month,Credit card,147.56,2214.84,No
CUST1772,Male,0,Yes,No,12,Yes,DSL,Month-to-month,Electronic check,86.42,1230.4,No
CUST1773,Male,0,No,No,51,Yes,Fiber optic,One year,Bank transfer,79.77,3930.38,No
CUST1774,Female,0,Yes,Yes,35,No,Fiber optic,Month-to-month,Bank transfer,110.74,3913.15,No
CUST1775,Male,0,No,No,71,Yes,DSL,Month-to-month,Electronic check,129.63,9273.26,No
CUST1776,Female,0,No,No,43,Yes,Fiber optic,One year,Credit card,51.66,2255.66,No
CUST1777,Female,0,Yes,Yes,46,Yes,DSL,Two year,Bank transfer,63.94,,No
CUST1778,Male,0,Yes,No,19,Yes,No,One year,Electronic check,39.44,686.12,No
CUST1779,Female,1,Yes,Yes,17,Yes,DSL,Month-to-month,Electronic check,80.28,1447.98,No
CUST1780,Female,0,No,No,53,Yes,DSL,Month-to-month,Bank transfer,96.68,5180.19,No
CUST1781,Female,1,Yes,Yes,11,Yes,DSL,Two year,Credit card,41.53,573.42,No
CUST1782,Female,0,Yes,No,24,Yes,No,Month-to-month,Credit card,104.01,2445.12,No
CUST1783,Female,0,No,Yes,59,Yes,Fiber optic,Month-to-month,Bank transfer,56.4,3208.98,Yes
CUST1784,Female,1,No,No,33,Yes,Fiber optic,Month-to-month,Electronic check,53.96,1717.82,Yes
CUST1785,Male,0,Yes,No,12,Yes,DSL,Two year,Credit card,103.9,1140.49,Yes
CUST1786,Female,0,Yes,No,37,Yes,Fiber optic,One year,Mailed check,51.25,1839.75,No
CUST1787,Female,1,Yes,Yes,11,Yes,DSL,One year,Electronic check,27.9,273.47,No
CUST1788,Female,0,No,No,35,Yes,No,Month-to-month,Credit card,92.31,3139.71,Yes
CUST1789,Male,0,No,Yes,27,Yes,No,Month-to-month,Electronic check,66.05,1784.13,No
CUST1790,Female,0,Yes,No,38,Yes,Fiber optic,Month-to-month,Mailed check,105.94,3907.82,Yes
CUST1791,Male,0,No,No,42,Yes,No,Month-to-month,Bank transfer,94.99,3982.26,No
CUST1792,Female,0,Yes,No,30,Yes,DSL,Two year,Mailed check,17.55,476.98,No
CUST1793,Male,0,Yes,No,1,Yes,DSL,Month-to-month,Electronic check,109.47,97.35,No
CUST1794,Male,0,No,No,41,Yes,DSL,Month-to-month,Bank transfer,126.99,5245.93,No
CUST1795,Female,0,Yes,No,30,Yes,DSL,Two year,Mailed check,101.01,2988.48,Yes
CUST1796,Female,0,Yes,Yes,60,Yes,No,Month-to-month,Credit card,102.22,6055.4,No
CUST1797,Male,0,No,Yes,55,Yes,DSL,One year,Mailed check,62.57,3375.9,No
CUST1798,Female,0,Yes,No,13,Yes,No,One year,Electronic check,55.7,,No
CUST1799,Male,0,Yes,No,13,Yes,Fiber optic,Two year,Credit card,76.37,1120.44,No
CUST1800,Male,0,No,No,28,Yes,DSL,One year,Mailed check,97.6,2681.31,No
CUST1801,Male,0,Yes,No,49,Yes,DSL,One year,Electronic check,96.84,4729.71,No
CUST1802,Male,0,Yes,No,49,Yes,DSL,Month-to-month,Bank transfer,56.87,2616.19,Yes
CUST1803,Male,0,No,Yes,62,Yes,DSL,Month-to-month,Mailed check,53.83,3319.27,No
CUST1804,Female,1,No,No,64,Yes,Fiber optic,Two year,Bank transfer,25.3,1474.04,No
CUST1805,Male,0,No,No,67,Yes,Fiber optic,Month-to-month,Credit card,89.41,,No
CUST1806,Male,0,Yes,Yes,70,No,Fiber optic,One year,Bank transfer,58.31,4189.44,No
CUST1807,Female,0,No,Yes,10,Yes,Fiber optic,Month-to-month,Electronic check,60.97,459.51,No
CUST1808,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,Credit card,121.84,1493.72,No
CUST1809,Female,1,No,No,2,Yes,DSL,Month-to-month,Mailed check,87.95,86.19,Yes
CUST1810,Female,1,Yes,No,7,Yes,No,Month-to-month,Bank transfer,79.69,390.94,No
CUST1811,Female,0,Yes,No,42,Yes,DSL,Two year,Credit card,94.91,4072.49,No
CUST1812,Male,0,No,No,8,No,DSL,Two year,Credit card,112.62,928.68,No
CUST1813,Male,1,Yes,No,18,Yes,Fiber optic,Month-to-month,Mailed check,21.48,567.53,Yes
CUST1814,Male,1,Yes,Yes,11,Yes,No,One year,Mailed check,53.03,483.8,No
CUST1815,Female,0,No,No,26,Yes,No,Month-to-month,Mailed check,63.04,1461.82,No
CUST1816,Male,0,Yes,No,57,Yes,DSL,One year,Mailed check,40.65,2411.18,No
CUST1817,Female,0,Yes,No,24,No,Fiber optic,One year,Bank transfer,62.04,1452.88,No
CUST1818,Male,1,Yes,Yes,44,Yes,DSL,Month-to-month,Credit card,23.47,986.02,Yes
CUST1819,Female,0,No,No,47,Yes,No,Month-to-month,Mailed check,97.67,4738.29,No
CUST1820,Male,0,No,No,49,Yes,DSL,One year,Credit card,54.47,2686.01,Yes
CUST1821,Male,0,No,No,43,Yes,DSL,Two year,Credit card,76.03,3359.71,No
CUST1822,Male,0,No,No,58,Yes,No,One year,Electronic check,71.54,4087.06,No
CUST1823,Female,0,No,Yes,32,Yes,No,Two year,Electronic check,,2702.53,No
CUST1824,Female,1,No,Yes,27,Yes,Fiber optic,One year,Mailed check,3.83,66.87,No
CUST1825,Male,0,No,Yes,17,Yes,DSL,Month-to-month,Mailed check,83.51,1486.71,No
CUST1826,Male,0,No,No,54,Yes,Fiber optic,Two year,Electronic check,61.75,3339.59,Yes
CUST1827,Female,0,Yes,Yes,32,Yes,No,Month-to-month,Credit card,82.21,2677.52,No
CUST1828,Female,0,Yes,Yes,14,Yes,Fiber optic,Month-to-month,Mailed check,34.62,224.36,No
CUST1829,Female,0,Yes,No,60,Yes,DSL,One year,Bank transfer,82.41,4756.4,Yes
CUST1830,Male,0,Yes,No,10,Yes,DSL,Month-to-month,Mailed check,108.96,874.23,No
CUST1831,Female,0,No,Yes,35,Yes,No,Month-to-month,Mailed check,75.69,2611.22,No
CUST1832,Male,0,Yes,Yes,14,Yes,Fiber optic,One year,Bank transfer,48.48,538.95,Yes
CUST1833,Female,0,Yes,Yes,52,No,Fiber optic,Month-to-month,Mailed check,49.79,2758.05,No
CUST1834,Male,0,Yes,Yes,61,Yes,DSL,Two year,Credit card,87.29,5322.55,No
CUST1835,Female,1,Yes,No,47,Yes,Fiber optic,Two year,Bank transfer,87.09,4114.9,Yes
CUST1836,Female,1,Yes,No,14,Yes,No,Month-to-month,Bank transfer,80.7,1020.82,No
CUST1837,Female,0,No,Yes,62,Yes,DSL,Month-to-month,Electronic check,68.87,4157.84,Yes
CUST1838,Female,0,No,Yes,42,Yes,Fiber optic,One year,Credit card,76.09,3350.9,Yes
CUST1839,Female,1,Yes,Yes,49,Yes,DSL,Month-to-month,Electronic check,68.05,3512.69,No
CUST1840,Male,0,Yes,No,59,Yes,DSL,Month-to-month,Credit card,58.57,3497.21,No
CUST1841,Female,0,Yes,No,58,Yes,Fiber optic,One year,Mailed check,,5174.59,Yes
CUST1842,Female,1,Yes,No,14,Yes,No,One year,Electronic check,79.3,1067.65,No
CUST1843,Female,0,No,Yes,28,Yes,Fiber optic,Month-to-month,Mailed check,108.72,3075.49,No
CUST1844,Male,0,Yes,No,39,Yes,DSL,One year,Mailed check,103.51,4014.09,Yes
CUST1845,Female,1,No,Yes,30,Yes,DSL,One year,Electronic check,78.32,2137.58,No
CUST1846,Male,0,Yes,Yes,10,Yes,No,Month-to-month,Electronic check,87.86,1063.55,No
CUST1847,Female,0,No,No,61,Yes,DSL,One year,Mailed check,41.28,2434.53,Yes
CUST1848,Female,0,No,Yes,7,Yes,No,Month-to-month,Mailed check,67.67,339.58,No
CUST1849,Male,0,No,No,50,Yes,DSL,Month-to-month,Credit card,80.28,4010.91,Yes
CUST1850,Female,0,Yes,No,56,Yes,No,One year,Mailed check,22.52,1379.55,No
CUST1851,Male,0,Yes,Yes,3,Yes,No,Two year,Bank transfer,82.88,299.94,No
CUST1852,Male,1,No,Yes,35,Yes,DSL,Month-to-month,Mailed check,41.22,1311.14,No
CUST1853,Female,0,Yes,No,18,Yes,Fiber optic,Two year,Mailed check,44.51,653.12,No
CUST1854,Male,0,Yes,No,23,Yes,DSL,Month-to-month,Mailed check,54.12,1025.6,No
CUST1855,Female,0,No,No,40,Yes,DSL,Month-to-month,Electronic check,69.08,2734.04,Yes
CUST1856,Female,0,Yes,No,48,Yes,Fiber optic,Month-to-month,Electronic check,30.16,1400.37,No
CUST1857,Male,0,No,No,45,Yes,Fiber optic,Month-to-month,Bank transfer,95.7,4357.89,No
CUST1858,Male,1,Yes,No,35,Yes,DSL,Month-to-month,Mailed check,75.32,2567.65,No
CUST1859,Male,1,Yes,No,9,Yes,Fiber optic,Two year,Credit card,127.75,1247.12,No
CUST1860,Male,0,No,Yes,6,Yes,DSL,Month-to-month,Credit card,79.0,539.47,Yes
CUST1861,Female,0,No,No,11,Yes,DSL,Month-to-month,Mailed check,87.12,885.43,No
CUST1862,Female,0,No,Yes,47,No,Fiber optic,One year,Mailed check,44.38,2124.98,No
CUST1863,Male,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Mailed check,34.55,1376.7,No
CUST1864,Female,0,Yes,No,35,No,Fiber optic,One year,Mailed check,88.57,3003.88,Yes
CUST1865,Female,0,Yes,No,59,Yes,Fiber optic,Month-to-month,Mailed check,37.2,2173.47,No
CUST1866,Female,1,Yes,No,7,Yes,No,Month-to-month,Electronic check,89.26,601.54,No
CUST1867,Female,0,No,No,6,Yes,Fiber optic,One year,Bank transfer,121.2,691.43,No
CUST1868,Male,0,Yes,No,42,Yes,DSL,Month-to-month,Electronic check,98.37,4211.73,Yes
CUST1869,Male,0,Yes,Yes,57,Yes,Fiber optic,Month-to-month,Credit card,87.11,5053.38,No
CUST1870,Female,0,Yes,Yes,45,Yes,Fiber optic,Month-to-month,Electronic check,78.08,3554.27,Yes
CUST1871,Male,0,No,No,33,Yes,Fiber optic,Month-to-month,Electronic check,58.48,1965.73,Yes
CUST1872,Male,0,No,No,71,No,Fiber optic,One year,Bank transfer,66.56,4669.54,No
CUST1873,Male,0,Yes,No,21,No,DSL,Month-to-month,Credit card,53.04,1146.89,No
CUST1874,Female,0,Yes,No,20,Yes,DSL,Month-to-month,Credit card,30.54,482.28,Yes
CUST1875,Female,0,No,Yes,14,Yes,Fiber optic,Month-to-month,Mailed check,71.06,1242.69,No
CUST1876,Female,0,No,Yes,4,Yes,DSL,Month-to-month,Bank transfer,103.24,547.99,No
CUST1877,Male,0,No,Yes,16,Yes,Fiber optic,Two year,Electronic check,31.34,597.09,Yes
CUST1878,Female,0,No,No,71,Yes,Fiber optic,Two year,Electronic check,111.95,7989.28,No
CUST1879,Female,0,Yes,No,18,Yes,Fiber optic,Month-to-month,Electronic check,106.52,1958.28,No
CUST1880,Male,0,No,No,4,Yes,Fiber optic,Month-to-month,Credit card,81.91,158.63,No
CUST1881,Female,0,Yes,Yes,22,Yes,DSL,Month-to-month,Credit card,82.15,1681.44,No
CUST1882,Female,0,No,Yes,13,Yes,No,Month-to-month,Electronic check,64.41,723.93,No
CUST1883,Male,0,Yes,Yes,9,No,Fiber optic,Month-to-month,Credit card,71.26,647.18,No
CUST1884,Male,0,Yes,No,30,Yes,Fiber optic,Month-to-month,Mailed check,56.09,1654.55,No
CUST1885,Male,0,No,Yes,12,Yes,DSL,One year,Electronic check,70.95,932.53,No
CUST1886,Female,0,Yes,No,21,Yes,DSL,Month-to-month,Electronic check,74.19,1461.44,No
CUST1887,Female,0,Yes,Yes,36,Yes,Fiber optic,Two year,Mailed check,126.44,4654.5,No
CUST1888,Female,1,Yes,No,38,Yes,DSL,Month-to-month,Credit card,86.97,3222.82,No
CUST1889,Male,0,No,No,9,Yes,DSL,One year,Electronic check,63.72,531.68,No
CUST1890,Male,1,No,No,30,Yes,DSL,Two year,Mailed check,67.03,2100.44,No
CUST1891,Female,0,No,No,42,No,Fiber optic,Month-to-month,Bank transfer,48.6,2091.67,Yes
CUST1892,Female,0,Yes,Yes,35,Yes,Fiber optic,Two year,Mailed check,53.55,1749.1,No
CUST1893,Male,1,Yes,Yes,34,Yes,Fiber optic,Month-to-month,Electronic check,,3415.29,Yes
CUST1894,Male,0,Yes,Yes,67,Yes,No,Two year,Mailed check,55.18,3705.96,No
CUST1895,Male,0,Yes,No,54,Yes,DSL,Two year,Credit card,51.47,2565.16,No
CUST1896,Male,0,No,Yes,67,Yes,Fiber optic,Month-to-month,Electronic check,52.22,3414.47,No
CUST1897,Female,0,Yes,No,46,Yes,DSL,One year,Electronic check,48.12,2172.56,Yes
CUST1898,Male,0,Yes,Yes,5,Yes,Fiber optic,Month-to-month,Credit card,103.82,402.17,No
CUST1899,Female,0,Yes,Yes,27,Yes,Fiber optic,Month-to-month,Credit card,74.28,2139.83,No
CUST1900,Female,1,No,No,29,Yes,DSL,Month-to-month,Credit card,61.53,1746.89,No
CUST1901,Female,0,Yes,No,26,Yes,DSL,Month-to-month,Bank transfer,70.88,1888.9,No
CUST1902,Male,1,No,No,68,Yes,No,One year,Electronic check,,5224.02,No
CUST1903,Male,1,No,Yes,38,Yes,DSL,Month-to-month,Electronic check,47.58,1878.61,Yes
CUST1904,Male,0,Yes,No,34,Yes,Fiber optic,One year,Electronic check,28.31,1129.85,No
CUST1905,Male,0,Yes,Yes,43,Yes,No,Month-to-month,Mailed check,110.16,4804.45,Yes
CUST1906,Female,1,Yes,Yes,14,No,Fiber optic,Two year,Electronic check,99.64,1569.22,No
CUST1907,Male,1,Yes,Yes,31,Yes,Fiber optic,Month-to-month,Electronic check,81.33,2591.46,No
CUST1908,Male,0,No,No,28,Yes,No,Month-to-month,Credit card,97.58,2745.39,Yes
CUST1909,Female,0,No,Yes,62,Yes,DSL,One year,Credit card,127.43,7932.81,No
CUST1910,Male,0,No,No,5,Yes,DSL,Two year,Credit card,53.94,7.16,Yes
CUST1911,Female,0,No,No,26,Yes,Fiber optic,One year,Electronic check,36.4,900.88,No
CUST1912,Female,0,No,Yes,27,Yes,Fiber optic,Month-to-month,Credit card,89.85,2411.59,Yes
CUST1913,Female,0,No,Yes,4,Yes,DSL,Month-to-month,Bank transfer,26.0,147.81,No
CUST1914,Female,0,No,Yes,40,Yes,DSL,Month-to-month,Credit card,71.14,2843.05,No
CUST1915,Female,0,No,Yes,55,Yes,DSL,Month-to-month,Bank transfer,61.05,3391.14,No
CUST1916,Female,0,No,No,53,Yes,No,Month-to-month,Mailed check,90.22,4649.34,No
CUST1917,Female,0,No,No,17,Yes,Fiber optic,Month-to-month,Bank transfer,55.53,785.88,No
CUST1918,Female,0,Yes,No,42,Yes,No,Month-to-month,Bank transfer,105.99,4333.27,No
CUST1919,Male,0,Yes,No,28,No,No,One year,Mailed check,47.59,1489.64,No
CUST1920,Male,0,Yes,No,9,Yes,Fiber optic,One year,Bank transfer,91.17,693.74,No
CUST1921,Male,0,No,No,5,Yes,Fiber optic,Month-to-month,Electronic check,50.01,171.19,No
CUST1922,Male,0,Yes,No,3,Yes,DSL,Month-to-month,Electronic check,86.45,269.87,No
CUST1923,Female,1,No,No,33,Yes,DSL,Month-to-month,Credit card,39.56,1146.32,No
CUST1924,Male,0,No,No,32,Yes,Fiber optic,Month-to-month,Credit card,69.28,2129.73,No
CUST1925,Female,0,Yes,Yes,3,Yes,DSL,One year,Credit card,109.66,396.66,No
CUST1926,Male,0,No,Yes,43,Yes,DSL,One year,Credit card,73.45,3114.55,No
CUST1927,Male,1,Yes,No,30,Yes,Fiber optic,One year,Electronic check,105.49,3333.05,No
CUST1928,Male,0,No,No,65,Yes,Fiber optic,Month-to-month,Credit card,69.21,4328.79,Yes
CUST1929,Female,0,No,Yes,57,Yes,Fiber optic,Two year,Bank transfer,54.85,3091.89,No
CUST1930,Male,0,Yes,Yes,59,Yes,DSL,Month-to-month,Mailed check,75.16,4390.66,Yes
CUST1931,Female,0,Yes,Yes,1,Yes,DSL,Two year,Bank transfer,88.55,87.66,No
CUST1932,Female,0,Yes,No,35,Yes,Fiber optic,Month-to-month,Mailed check,12.83,326.37,No
CUST1933,Male,0,Yes,Yes,69,Yes,No,Month-to-month,Electronic check,85.67,5853.18,No
CUST1934,Male,0,Yes,Yes,59,Yes,No,Month-to-month,Mailed check,41.8,2545.11,Yes
CUST1935,Male,0,Yes,Yes,22,Yes,DSL,Month-to-month,Credit card,34.35,728.76,No
CUST1936,Female,0,No,Yes,46,Yes,DSL,Month-to-month,Electronic check,354.11098684210526,3856.39,No
CUST1937,Male,0,No,Yes,45,Yes,No,Two year,Credit card,110.16,5165.21,No
CUST1938,Female,0,No,No,43,Yes,DSL,Month-to-month,Bank transfer,76.49,3293.98,No
CUST1939,Female,0,No,Yes,18,Yes,DSL,One year,Bank transfer,29.34,589.45,No
CUST1940,Male,0,Yes,No,48,Yes,DSL,Two year,Credit card,49.88,2470.65,No
CUST1941,Male,0,No,Yes,57,Yes,Fiber optic,One year,Mailed check,57.45,3267.57,Yes
CUST1942,Female,0,No,Yes,6,Yes,Fiber optic,Month-to-month,Bank transfer,75.88,376.31,No
CUST1943,Female,0,Yes,Yes,40,Yes,DSL,Two year,Mailed check,67.84,2733.52,No
CUST1944,Female,1,No,Yes,14,Yes,Fiber optic,Month-to-month,Bank transfer,84.86,1118.03,Yes
CUST1945,Male,0,Yes,Yes,52,Yes,DSL,Month-to-month,Credit card,100.0,5237.16,No
CUST1946,Female,0,Yes,No,22,Yes,Fiber optic,One year,Credit card,80.34,1751.06,No
CUST1947,Male,0,Yes,No,64,Yes,Fiber optic,Month-to-month,Bank transfer,96.94,6307.1,No
CUST1948,Female,0,No,No,59,Yes,Fiber optic,One year,Bank transfer,61.91,3538.54,Yes
CUST1949,Female,0,Yes,No,9,Yes,DSL,Month-to-month,Mailed check,168.88,1591.77,No
CUST1950,Male,0,No,No,57,No,Fiber optic,Month-to-month,Mailed check,86.6,4997.58,No
CUST1951,Female,0,No,No,46,Yes,Fiber optic,Month-to-month,Mailed check,90.52,4140.02,No
CUST1952,Male,0,No,No,14,Yes,Fiber optic,Two year,Credit card,122.73,1791.24,No
CUST1953,Male,0,Yes,Yes,8,Yes,Fiber optic,Two year,Bank transfer,72.65,623.09,No
CUST1954,Female,0,Yes,No,12,Yes,Fiber optic,Month-to-month,Electronic check,50.63,674.28,No
CUST1955,Male,0,Yes,Yes,22,Yes,DSL,Month-to-month,Mailed check,109.19,2462.53,Yes
CUST1956,Male,0,No,Yes,32,Yes,DSL,Month-to-month,Electronic check,110.95,,Yes
CUST1957,Female,0,No,No,8,Yes,DSL,Month-to-month,Credit card,74.61,537.26,No
CUST1958,Male,0,Yes,Yes,2,Yes,Fiber optic,Two year,Mailed check,122.79,184.8,No
CUST1959,Male,1,No,Yes,24,Yes,Fiber optic,Two year,Mailed check,67.5,1598.54,Yes
CUST1960,Male,1,Yes,No,70,Yes,Fiber optic,One year,Electronic check,97.97,6942.21,No
CUST1961,Female,0,Yes,Yes,35,Yes,Fiber optic,Month-to-month,Electronic check,115.47,4104.67,No
CUST1962,Male,0,No,No,19,Yes,No,Month-to-month,Bank transfer,72.95,1486.65,No
CUST1963,Female,0,No,Yes,53,Yes,DSL,Month-to-month,Electronic check,83.7,4546.73,No
CUST1964,Female,0,Yes,No,18,Yes,DSL,Month-to-month,Credit card,100.78,1792.34,Yes
CUST1965,Male,0,No,Yes,59,Yes,No,Month-to-month,Mailed check,59.01,3677.83,No
CUST1966,Male,0,Yes,No,36,Yes,DSL,One year,Electronic check,45.58,1630.48,No
CUST1967,Male,0,Yes,Yes,2,Yes,Fiber optic,Month-to-month,Credit card,109.99,170.59,No
CUST1968,Female,1,No,No,18,Yes,DSL,Month-to-month,Electronic check,79.2,1458.93,No
CUST1969,Male,0,Yes,Yes,52,Yes,No,Month-to-month,Electronic check,54.83,2899.53,No
CUST1970,Male,0,No,Yes,45,Yes,Fiber optic,Two year,Electronic check,72.82,3202.74,No
CUST1971,Male,0,Yes,No,55,Yes,DSL,One year,Bank transfer,85.26,4673.43,No
CUST1972,Male,0,No,Yes,69,Yes,Fiber optic,Month-to-month,Mailed check,22.92,1536.78,No
CUST1973,Male,0,No,No,30,Yes,DSL,Two year,Mailed check,91.48,2758.55,No
CUST1974,Female,0,Yes,Yes,52,Yes,No,Month-to-month,Mailed check,82.25,4356.59,Yes
CUST1975,Female,0,No,Yes,33,No,DSL,Month-to-month,Bank transfer,119.65,3921.86,No
CUST1976,Male,0,No,No,30,Yes,Fiber optic,Month-to-month,Electronic check,63.43,1960.17,Yes
CUST1977,Male,0,Yes,Yes,59,Yes,DSL,Month-to-month,Mailed check,111.31,6428.41,No
CUST1978,Male,0,No,No,10,Yes,No,Month-to-month,Mailed check,68.66,775.58,No
CUST1979,Male,0,Yes,Yes,5,No,No,One year,Electronic check,74.18,325.56,No
CUST1980,Female,0,No,Yes,26,Yes,Fiber optic,Month-to-month,Mailed check,78.43,1992.05,Yes
CUST1981,Male,0,Yes,Yes,6,Yes,No,Month-to-month,Electronic check,132.8,836.83,No
CUST1982,Female,0,Yes,Yes,48,Yes,DSL,Month-to-month,Bank transfer,32.82,,Yes
CUST1983,Female,0,Yes,No,71,Yes,No,One year,Mailed check,84.85,6013.12,No
CUST1984,Male,0,Yes,No,59,Yes,Fiber optic,One year,Mailed check,71.27,4116.05,No
CUST1985,Female,0,No,Yes,32,Yes,No,Month-to-month,Electronic check,69.14,2164.52,Yes
CUST1986,Female,1,Yes,Yes,46,Yes,Fiber optic,Month-to-month,Credit card,87.49,4034.06,Yes
CUST1987,Female,0,No,No,43,Yes,DSL,Month-to-month,Bank transfer,103.18,4485.72,Yes
CUST1988,Female,0,Yes,Yes,26,Yes,Fiber optic,Month-to-month,Mailed check,85.95,2152.41,Yes
CUST1989,Male,0,No,No,21,Yes,DSL,Month-to-month,Electronic check,107.06,2184.25,No
CUST1990,Male,1,Yes,Yes,46,Yes,Fiber optic,Month-to-month,Bank transfer,62.47,2899.91,Yes
CUST1991,Female,0,No,Yes,47,Yes,Fiber optic,One year,Electronic check,68.54,3213.06,No
CUST1992,Male,0,No,No,29,Yes,DSL,Month-to-month,Credit card,39.97,1173.78,Yes
CUST1993,Male,0,Yes,Yes,1,Yes,No,One year,Mailed check,,-131.95,No
CUST1994,Male,0,Yes,No,14,No,No,One year,Credit card,64.4,872.11,No
CUST1995,Male,0,Yes,No,46,Yes,No,Month-to-month,Mailed check,61.08,2895.01,No
CUST1996,Male,0,No,No,26,Yes,Fiber optic,One year,Credit card,88.2,2231.61,No
CUST1997,Female,0,No,No,70,Yes,Fiber optic,Month-to-month,Mailed check,103.21,7273.35,No
CUST1998,Male,1,No,No,26,Yes,Fiber optic,One year,Electronic check,49.24,1159.37,Yes
CUST1999,Male,0,No,No,12,Yes,DSL,Month-to-month,Bank transfer,105.6,1110.92,No
CUST2000,Male,0,Yes,Yes,54,Yes,No,Month-to-month,Mailed check,60.9,3330.38,Yes
CUST2001,Male,0,Yes,No,16,Yes,No,Month-to-month,Mailed check,112.92,1801.27,No
CUST2002,Female,0,Yes,No,58,Yes,Fiber optic,Month-to-month,Electronic check,53.77,3085.07,Yes
CUST2003,Female,0,Yes,Yes,9,Yes,No,Month-to-month,Credit card,92.06,913.19,No
CUST2004,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,Mailed check,71.28,2249.78,No
CUST2005,Female,0,No,Yes,36,Yes,Fiber optic,Month-to-month,Credit card,36.21,1240.3,No
CUST2006,Male,0,Yes,No,7,Yes,No,Two year,Electronic check,27.52,118.56,No
CUST2007,Female,0,No,No,32,Yes,Fiber optic,Month-to-month,Mailed check,47.71,1431.49,Yes
CUST2008,Male,0,Yes,No,6,Yes,Fiber optic,Month-to-month,Bank transfer,,645.34,No
CUST2009,Male,0,No,Yes,33,Yes,DSL,Month-to-month,Mailed check,11.71,355.22,Yes
CUST2010,Male,0,No,Yes,70,No,Fiber optic,Month-to-month,Electronic check,80.02,5715.65,Yes
CUST2011,Male,0,No,No,6,Yes,Fiber optic,One year,Credit card,77.41,169.23,Yes
CUST2012,Male,1,No,No,40,Yes,Fiber optic,Month-to-month,Mailed check,19.53,873.48,Yes
CUST2013,Female,1,No,Yes,54,Yes,Fiber optic,One year,Electronic check,46.09,2524.82,No
CUST2014,Female,0,No,Yes,6,Yes,DSL,Month-to-month,Electronic check,46.04,267.16,No
CUST2015,Female,0,Yes,Yes,17,Yes,Fiber optic,Month-to-month,Electronic check,71.58,1087.72,No
CUST2016,Female,0,No,No,42,Yes,No,One year,Credit card,113.99,4621.59,No
CUST2017,Male,0,Yes,Yes,39,Yes,DSL,Month-to-month,Credit card,102.25,4062.86,No
CUST2018,Female,0,Yes,Yes,52,Yes,DSL,Month-to-month,Bank transfer,59.19,3102.09,No
CUST2019,Male,0,Yes,Yes,13,Yes,DSL,Month-to-month,Bank transfer,45.12,608.88,Yes
CUST2020,Female,0,Yes,Yes,20,Yes,No,Month-to-month,Mailed check,23.25,454.75,No
CUST2021,Male,0,Yes,Yes,56,Yes,Fiber optic,Month-to-month,Electronic check,58.64,3368.82,Yes
CUST2022,Male,0,Yes,Yes,45,Yes,No,Month-to-month,Bank transfer,43.04,1878.21,No
CUST2023,Female,0,No,Yes,25,Yes,Fiber optic,Month-to-month,Credit card,68.92,1689.36,Yes
CUST2024,Male,0,No,No,23,Yes,Fiber optic,One year,Electronic check,,1593.49,Yes
CUST2025,Male,0,No,Yes,4,Yes,Fiber optic,Two year,Mailed check,55.73,201.55,Yes
CUST2026,Female,0,Yes,No,41,Yes,DSL,One year,Electronic check,56.36,2444.42,No
CUST2027,Male,0,Yes,No,42,Yes,DSL,One year,Bank transfer,49.19,1940.54,Yes
CUST2028,Female,0,Yes,Yes,31,Yes,Fiber optic,One year,Bank transfer,54.63,1498.07,No
CUST2029,Female,0,No,No,5,Yes,DSL,Two year,Electronic check,113.08,420.0,No
CUST2030,Female,0,No,No,66,Yes,DSL,Month-to-month,Credit card,85.53,5713.35,No
CUST2031,Male,0,No,Yes,6,Yes,DSL,Month-to-month,Electronic check,85.94,505.56,No
CUST2032,Male,0,Yes,No,28,Yes,DSL,Month-to-month,Electronic check,100.36,2650.21,No
CUST2033,Male,0,Yes,Yes,33,No,DSL,Month-to-month,Electronic check,97.71,3234.4,No
CUST2034,Female,0,Yes,Yes,6,Yes,Fiber optic,Month-to-month,Electronic check,112.74,644.04,No
CUST2035,Male,0,No,Yes,57,Yes,DSL,Month-to-month,Electronic check,87.65,5052.0,Yes
CUST2036,Female,0,Yes,Yes,30,Yes,DSL,Month-to-month,Credit card,76.15,2363.93,Yes
CUST2037,Female,0,Yes,Yes,44,Yes,DSL,Two year,Mailed check,52.28,2552.14,Yes
CUST2038,Male,1,Yes,Yes,46,Yes,Fiber optic,Two year,Mailed check,45.28,1964.66,No
CUST2039,Female,0,Yes,Yes,71,Yes,Fiber optic,One year,Bank transfer,96.47,6663.09,No
CUST2040,Male,0,No,No,39,Yes,No,Month-to-month,Credit card,66.67,2659.04,No
CUST2041,Male,0,No,Yes,29,Yes,No,Two year,Electronic check,29.2,945.47,Yes
CUST2042,Male,0,Yes,No,61,Yes,DSL,Two year,Credit card,7.21,,Yes
